1,5,0,0
2,3,11,1500
1,3,15,3500
2,3,0,0
1,3,0,0
2,3,4,622
1,3,1,622
1,3,5,700
1,3,5,800
2,3,11,134
1,5,4,1200
2,5,0,0
2,5,0,0
2,5,8,882
2,3,11,434
2,3,2,150
2,5,0,0
1,5,0,0
2,3,0,724
1,3,5,0
1,3,3,0
2,3,11,700
2,3,5,0
2,3,3,0
2,3,0,0
1,5,5,2500
2,3,8,0
1,3,7,0
2,3,4,0
1,3,0,1244
1,5,11,1200
2,5,9,0
2,5,0,0
2,5,15,5300
2,5,0,0
2,3,6,692
1,3,8,800
1,3,8,0
1,3,0,0
2,3,15,4500
1,5,11,1400
1,5,11,0
2,3,11,734
2,3,2,0
1,5,11,700
2,3,8,0
1,5,8,1300
2,3,2,500
1,5,2,0
2,2,1,200
1,2,5,800
1,2,5,300
1,2,2,0
1,2,1,0
1,2,0,0
2,2,11,690
1,2,9,1000
2,3,0,1244
1,3,8,700
2,3,11,622
2,3,11,622
1,3,8,700
2,5,4,530
2,3,6,50
2,3,6,450
1,3,2,0
1,5,1,0
2,3,0,0
2,5,0,0
2,5,2,622
2,3,8,0
1,2,5,800
2,3,9,1290
1,3,10,622
1,3,1,0
1,5,0,1200
2,2,13,2300
1,3,4,0
1,3,2,0
1,3,0,622
2,3,0,1744
2,2,0,285
1,5,4,0
1,2,4,622
2,2,5,0
1,3,3,0
1,5,11,2000
1,5,2,1022
2,5,2,622
1,5,4,3000
2,5,4,622
2,5,8,0
1,5,0,0
1,3,4,2100
2,3,14,1099
2,3,11,0
1,5,11,0
1,5,2,1000
2,5,7,0
2,5,10,622
2,5,8,0
2,5,0,0
2,3,5,0
2,3,4,622
1,3,10,800
2,3,6,0
2,3,0,0
1,5,4,1400
2,5,11,1100
2,3,7,134
1,3,11,1200
1,3,0,0
1,3,0,622
2,3,2,622
2,3,13,0
1,5,1,2000
2,5,4,0
1,3,8,1120
2,3,7,0
2,3,0,0
2,3,0,0
1,5,4,900
2,3,4,90
1,3,9,0
1,3,0,622
2,3,1,0
1,3,4,600
2,3,8,0
1,3,8,600
2,5,3,622
1,3,10,0
1,3,0,622
2,3,0,198
2,3,4,0
1,3,2,0
2,3,2,0
1,3,1,0
2,2,2,132
1,3,0,600
1,2,8,400
1,3,6,200
1,3,5,0
1,2,8,0
2,3,0,622
1,5,1,0
1,3,0,0
2,5,8,0
1,5,10,750
1,2,10,500
2,5,2,750
1,3,0,0
1,3,0,0
1,3,0,0
1,2,0,0
2,5,0,1244
1,5,4,950
2,5,4,300
2,5,5,0
1,5,0,0
1,3,2,1000
2,5,2,0
2,5,2,0
1,5,4,1000
2,5,4,0
1,5,4,0
2,5,1,0
2,5,0,622
1,3,8,1244
2,3,8,134
1,5,0,0
2,3,0,0
1,5,11,4200
2,5,13,7500
1,5,15,6200
1,5,14,0
2,5,4,933
1,5,4,933
2,3,7,0
1,2,0,1500
2,5,11,1500
2,5,15,1500
2,5,1,1800
1,3,0,3000
1,3,1,0
2,5,11,2089
1,1,15,9800
2,5,0,1244
2,5,15,3500
1,3,11,800
2,3,13,590
2,3,0,0
2,5,0,0
2,5,14,2200
1,3,11,2700
1,5,11,2000
2,3,11,0
1,5,11,1220
1,3,11,3500
2,3,15,2770
1,5,4,1500
2,2,8,722
2,2,11,0
1,3,0,0
1,5,0,1400
1,5,8,480
1,5,9,872
2,3,11,0
1,5,0,0
1,3,5,0
1,3,6,1700
2,5,14,0
1,3,0,0
1,5,4,600
2,5,5,0
1,5,0,622
1,3,2,801
2,3,9,0
1,3,2,680
1,3,11,0
2,3,11,0
1,5,11,600
1,5,0,0
2,5,3,0
1,3,5,680
2,3,15,800
1,2,8,2000
2,3,3,0
1,3,0,0
2,3,11,622
2,3,1,622
1,5,4,1244
1,3,4,1100
1,5,11,2000
2,5,4,622
2,3,10,700
1,5,8,622
1,3,8,120
2,3,10,350
2,5,11,900
1,5,11,1100
2,5,8,750
1,5,5,750
2,2,4,50
2,2,2,0
1,3,0,0
2,2,6,50
1,5,11,1200
2,3,11,0
2,3,0,0
2,3,0,1244
1,3,3,550
2,5,8,164
1,3,9,0
2,3,6,0
2,3,4,0
1,5,4,800
2,3,4,0
1,3,8,0
1,5,1,0
1,3,8,900
2,3,6,0
2,3,0,0
1,3,0,0
1,5,4,850
2,2,11,622
1,3,6,0
2,3,7,40
1,5,5,1000
2,3,3,0
1,3,4,0
2,5,0,0
1,3,5,622
2,3,4,0
2,3,9,0
2,3,5,0
1,3,0,0
1,5,0,350
1,3,4,1122
2,5,4,972
1,5,11,350
1,3,1,1100
2,5,4,0
1,5,11,0
2,5,10,0
2,3,5,1292
1,5,10,622
2,5,11,622
2,3,0,0
1,3,12,800
2,5,5,0
1,5,4,1650
2,5,3,0
1,5,11,0
1,3,8,650
1,3,1,600
2,3,1,140
1,3,9,500
2,3,11,0
1,5,8,1300
2,3,11,0
2,3,9,0
1,5,4,0
2,5,0,0
1,5,12,1000
2,5,11,0
2,5,7,0
2,5,3,0
1,5,1,400
2,2,0,0
2,3,15,800
1,3,8,622
1,5,4,4500
2,5,4,854
2,5,9,0
1,5,7,0
1,5,0,0
1,5,0,622
2,5,3,1244
1,5,1,770
2,5,0,1244
2,5,11,1700
1,5,10,400
1,3,11,2500
2,5,0,622
1,5,0,0
1,5,0,0
2,3,15,3700
2,5,6,0
1,5,1,0
1,5,11,1244
2,5,13,0
2,5,3,1244
1,5,0,2500
2,5,11,700
1,5,4,0
2,5,3,0
1,3,4,700
2,5,4,0
1,3,11,900
2,2,11,602
1,3,0,0
1,5,11,1244
2,5,11,622
1,5,1,0
1,5,0,0
2,3,5,466
2,3,9,100
2,3,4,0
2,3,0,0
1,5,1,622
1,2,0,500
2,3,3,150
1,3,11,700
1,5,4,1244
2,2,5,0
1,3,8,900
1,3,7,622
1,3,4,1244
2,5,2,0
1,5,4,0
2,5,3,0
1,5,0,0
1,5,0,0
2,3,4,602
2,3,4,0
2,3,3,0
2,3,0,0
1,5,5,800
2,2,0,0
2,3,0,0
2,3,0,0
1,2,5,900
2,5,0,622
1,5,7,800
1,3,0,1244
2,3,0,0
1,5,3,622
2,5,5,0
2,5,10,0
1,5,3,0
1,5,4,1244
2,3,11,622
2,5,0,622
1,5,3,1244
1,5,4,0
2,5,5,622
1,5,0,622
2,3,4,622
2,5,7,622
1,5,10,2000
2,4,11,38
1,4,10,0
2,3,2,0
1,3,6,700
2,5,2,900
1,3,4,622
2,3,3,0
2,5,11,622
2,5,4,400
1,5,7,0
1,3,0,622
2,3,3,622
1,3,5,622
2,3,8,500
1,5,0,0
1,3,0,0
1,3,0,0
1,5,0,622
2,3,0,622
1,3,3,622
1,3,4,0
1,3,0,622
2,5,0,1244
2,5,4,622
1,5,15,1200
1,5,0,2500
2,3,15,1200
1,5,0,0
1,5,11,750
2,5,4,172
1,5,7,0
2,5,3,0
1,5,0,0
1,5,0,622
2,5,2,622
1,5,3,622
1,3,1,400
2,5,4,220
1,5,9,200
1,3,8,200
2,5,6,0
1,5,4,4122
2,5,1,622
1,5,11,0
1,5,3,1700
2,5,3,0
1,5,1,622
2,5,0,622
1,5,4,300
1,5,4,400
2,3,4,692
1,5,4,300
2,5,8,64
1,5,0,0
1,5,0,0
1,5,0,800
2,5,4,210
1,5,5,0
1,5,8,0
1,5,8,0
1,5,8,0
1,5,7,0
1,5,8,600
2,3,9,0
1,5,0,0
1,5,3,622
2,5,1,282
1,5,4,0
2,2,4,166
1,3,8,700
2,3,6,0
1,3,3,0
1,3,0,0
2,5,0,1244
2,3,8,0
1,3,11,900
1,3,0,0
1,5,0,0
2,5,0,692
1,5,3,0
2,5,2,1244
1,5,8,800
2,5,4,0
2,2,0,1244
1,3,3,0
2,5,4,622
1,3,11,800
1,3,11,800
1,3,5,622
2,3,0,190
2,3,4,0
1,5,0,0
1,3,0,0
2,5,0,0
2,5,7,0
2,5,4,510
1,3,4,800
1,5,2,0
2,5,0,0
1,5,0,1244
2,5,7,0
1,5,0,622
1,5,0,0
2,5,11,464
1,5,0,400
1,5,4,0
2,5,0,0
1,3,11,1050
2,3,11,552
1,3,3,0
1,3,2,0
1,3,0,0
1,5,13,1500
2,3,11,270
1,3,6,100
2,3,0,0
1,3,11,4200
2,5,11,6250
1,3,9,0
2,3,2,150
2,3,14,622
1,3,11,622
1,5,0,0
2,3,0,0
1,3,11,1800
2,3,5,0
1,3,7,622
1,3,10,860
1,3,8,622
2,3,8,0
1,3,4,0
1,3,7,0
2,3,0,0
2,3,11,400
2,3,10,350
2,3,4,0
1,3,9,800
2,5,0,0
2,3,0,0
2,3,0,0
2,3,10,103
2,5,6,0
1,3,4,0
1,5,1,0
2,5,15,1000
1,3,2,0
1,5,4,1700
2,3,4,0
1,3,0,4100
2,3,11,3100
2,3,0,622
2,5,11,622
2,5,8,0
2,5,0,0
2,2,11,622
1,5,0,622
2,3,0,0
1,3,4,400
2,3,5,500
2,5,5,1800
1,3,6,450
1,3,0,0
1,3,8,450
1,3,6,0
1,2,11,1500
2,3,8,0
2,3,0,0
1,5,11,0
2,2,12,0
1,3,5,0
1,3,0,0
2,3,5,800
1,3,5,0
1,3,9,600
2,3,11,100
1,3,0,0
2,3,0,0
2,2,0,622
1,3,5,1000
2,2,11,400
2,2,12,411
2,2,11,622
1,3,0,0
2,3,0,622
1,3,8,1200
1,3,8,1500
2,3,15,1600
2,3,10,2122
1,3,11,800
1,3,7,0
2,3,11,0
1,3,8,1000
2,3,4,0
2,3,0,0
2,3,0,0
1,3,0,800
1,2,0,800
2,3,10,70
1,3,4,70
1,2,11,800
2,5,0,0
1,3,11,1500
2,3,11,0
2,5,0,0
2,5,11,1200
1,5,0,0
1,3,5,800
2,3,8,352
1,3,3,0
1,3,2,0
1,3,0,0
2,3,0,0
1,3,8,600
2,3,11,982
1,3,0,0
2,3,0,0
2,3,13,500
1,3,15,2400
2,5,15,1200
1,5,15,1200
1,5,7,0
1,3,8,622
2,5,8,730
2,5,9,0
1,5,4,622
1,3,0,750
2,3,11,600
1,3,0,600
1,3,0,0
1,2,5,3000
1,3,11,622
1,5,8,2500
2,5,11,0
2,5,1,0
2,5,0,0
2,5,6,3000
1,5,8,3000
1,3,0,622
2,3,4,820
2,3,8,0
1,3,8,850
1,3,0,0
2,3,0,1244
1,3,5,600
1,3,5,0
2,3,0,0
2,3,0,0
1,3,0,0
2,5,10,622
2,5,15,3500
1,3,10,622
1,3,7,622
1,3,4,622
2,5,4,622
1,5,11,622
2,2,11,900
2,5,13,825
1,5,11,2000
2,3,15,2000
2,5,11,672
1,5,7,0
1,3,3,2000
2,3,11,0
1,3,9,0
1,5,11,2500
2,5,11,0
1,5,11,3650
2,5,11,790
2,3,12,800
1,5,12,0
2,3,11,7000
1,3,11,700
2,3,5,0
1,3,3,0
2,5,15,1800
2,3,11,900
1,3,7,0
1,5,15,2000
2,5,11,900
2,5,14,622
1,3,8,1300
2,5,11,0
2,3,11,622
1,3,7,0
1,5,7,3000
2,3,11,0
2,5,6,0
1,3,8,2000
2,5,11,0
2,5,0,0
2,5,0,0
1,5,11,3500
1,3,11,1200
1,3,11,2050
2,3,11,0
1,3,6,0
1,3,2,622
2,5,15,950
1,3,11,800
1,3,7,800
1,3,4,750
1,3,11,1672
1,5,2,622
1,5,12,0
1,5,10,705
1,3,0,622
1,3,6,750
2,3,6,450
1,2,4,0
2,3,4,0
2,3,2,0
1,3,1,0
2,3,0,0
1,5,0,0
2,3,11,760
1,3,7,300
1,3,3,310
2,3,0,0
1,3,11,1000
2,3,11,712
1,3,10,622
2,3,0,490
1,3,3,0
1,3,3,0
1,3,0,0
2,3,0,0
1,3,0,0
1,3,8,2500
2,5,11,0
1,5,0,0
2,3,8,887
2,3,1,0
1,3,0,0
1,3,6,800
2,3,11,800
2,3,0,0
2,3,0,0
2,3,0,624
2,3,3,0
1,3,1,700
2,5,4,0
2,5,0,0
1,5,0,1372
2,3,0,622
1,3,10,622
1,3,6,622
1,3,10,622
2,3,11,622
1,3,4,1322
2,5,15,622
2,5,10,400
1,5,8,0
1,5,7,0
1,5,8,450
1,3,4,0
1,3,0,0
1,3,4,400
2,5,4,570
1,5,10,0
1,5,7,250
2,3,8,1722
1,5,15,1300
2,5,6,622
1,5,7,200
1,5,7,200
1,3,6,1000
2,3,4,622
1,2,8,730
2,2,15,2750
2,2,11,1750
1,3,10,900
2,3,10,900
1,3,3,250
1,3,0,0
1,3,11,4000
2,3,4,0
1,3,4,0
1,5,11,1200
2,3,11,712
1,5,0,622
2,3,0,166
2,3,9,0
2,3,5,0
2,5,7,0
1,5,2,622
1,3,4,0
1,3,11,1500
2,3,12,1800
1,3,11,2700
2,5,11,0
2,5,4,0
1,3,5,622
2,3,8,774
1,3,0,0
2,3,0,0
1,5,0,622
2,2,0,1244
1,3,8,622
2,3,0,134
2,5,1,0
1,3,0,0
2,3,8,672
1,3,5,75
1,3,6,75
2,3,0,0
1,3,4,1000
2,5,4,300
2,5,9,0
2,5,7,1000
1,3,7,500
2,3,4,32
2,3,0,0
2,5,0,0
2,3,5,530
2,3,9,0
2,3,7,0
1,2,0,600
2,2,4,0
2,3,12,0
1,2,8,0
2,2,8,0
1,2,0,0
1,2,0,622
2,2,0,0
2,2,8,0
1,2,6,0
1,2,0,0
2,2,0,622
1,2,0,700
1,3,0,622
2,3,0,622
1,2,9,6500
2,3,15,550
1,2,6,0
1,3,0,0
2,3,0,0
1,3,4,660
2,3,4,0
1,3,8,0
2,3,10,0
2,3,9,100
2,3,6,0
2,3,5,0
1,3,2,0
2,3,0,622
2,3,11,622
1,3,0,0
1,3,0,0
2,3,0,622
1,3,0,570
2,3,0,0
1,3,0,0
2,5,4,622
1,3,0,230
1,3,5,500
2,5,4,64
2,5,6,0
1,3,0,0
1,3,0,2622
2,5,0,622
2,5,0,622
2,5,4,622
2,5,0,0
1,3,7,400
2,5,7,0
1,5,0,0
1,5,4,300
2,2,11,102
2,3,0,0
1,3,6,622
2,5,11,320
2,5,0,0
1,3,6,3000
2,3,6,0
1,5,8,0
1,5,6,0
2,3,0,386
1,3,4,900
2,3,2,0
1,3,0,0
2,3,0,200
1,3,9,350
2,3,0,0
1,3,11,622
1,5,5,622
2,3,8,100
1,3,0,0
1,3,0,0
1,3,4,622
2,3,4,64
2,3,8,0
1,3,5,0
1,3,11,3000
2,3,4,150
2,3,11,622
1,3,6,0
1,3,7,23000
2,3,11,0
2,3,0,0
1,3,15,5000
2,3,8,0
1,3,9,0
1,3,5,0
1,3,4,1000
2,3,4,0
2,5,0,0
1,5,4,500
2,5,11,134
2,5,0,0
1,5,0,0
1,2,11,700
2,3,4,0
1,3,0,0
1,3,11,1800
